Samsung,Galaxy S10e,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2019, February","Available. Released 2019, March",142.2 x 69.9 x 7.9 mm (5.60 x 2.75 x 0.31 in),150 g (5.29 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Dynamic AMOLED capacitive touchscreen, 16M colors","5.8 inches, 82.8 cm (~83.3% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~438 ppi density)",HDR10+  Always-on display,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",FM radio (USA & Canada only),"3.1, Type-C 1.0 reversible connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",,,,,,,ANT+  Bixby natural language commands and dictation,"Prism White, Prism Black, Prism Green, Prism Blue, Canary Yellow, Flamingo Pink","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global, USA","HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/150 Mbps",Android 9.0 (Pie); One UI,"Exynos 9820 (8 nm) - EMEAQualcomm SDM855 Snapdragon 855 (7 nm) - USA/LATAM, China","Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - EMEAOcta-core (1x2.84 GHz Kryo 485 & 3x2.41 GHz Kryo 485 & 4x1.78 GHz Kryo 485) - USA/LATAM, China","Mali-G76 MP12 - EMEAAdreno 640 - USA/LATAM, China","256 GB, 8 GB RAM or 128 GB, 6 GB RAM",,"2160p@60fps, 1080p@240fps, 720p@960fps, HDR, dual-video rec.",About 680 EUR,"LED flash, auto-HDR, panorama","Samsung Pay (Visa, MasterCard certified)  IP68 dust/water proof (up to 1.5m for 30 mins)","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100) - Global","Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,,"12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS  16 MP, f/2.2, 12mm (ultrawide), 1.0µm",,"Dual video call, Auto-HDR","2160p@30fps, 1080p@30fps",Yes,Fast battery charging 15W  Fast wireless charging 15W  Power bank/Reverse wireless charging 9W,"SM-G970F, SM-G970U, SM-G970W",Basemark OS II: 4286 / Basemark OS II 2.0: 4470Basemark X: 44059,Photo / Video,Voice 71dB / Noise 76dB / Ring 80dB,Noise -92.9dB / Crosstalk -89.4dB,Endurance rating 83h,Contrast ratio: infinite,"10 MP, f/1.9, 26mm (wide), 1.22µm, Dual Pixel PDAF",,,,,32-bit/384kHz audio  Active noise cancellation with dedicated mic  Dolby Atmos/AKG sound,0.58 W/kg (head)     1.57 W/kg (body)    ,,,,0.56 W/kg (head)     0.70 W/kg (body)    ,Non-removable Li-Ion 3100 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 14(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500), 46, 66(1700/2100), 71(600) - USA",,,B07PB77Z4J
Samsung,Galaxy S10,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2019, February","Available. Released 2019, March",149.9 x 70.4 x 7.8 mm (5.90 x 2.77 x 0.31 in),157 g (5.54 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Dynamic AMOLED capacitive touchscreen, 16M colors","6.1 inches, 93.2 cm (~88.3% screen-to-body ratio)","1440 x 3040 pixels, 19:9 ratio (~550 ppi density)",HDR10+  Always-on display,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",FM radio (USA & Canada only),"3.1, Type-C 1.0 reversible connector","Fingerprint (under display), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",,,,,,,ANT+  Bixby natural language commands and dictation  Samsung DeX (desktop experience support),"Prism White, Prism Black, Prism Green, Prism Blue, Canary Yellow, Flamingo Pink","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global, USA","HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/150 Mbps",Android 9.0 (Pie); One UI,"Exynos 9820 (8 nm) - EMEAQualcomm SDM855 Snapdragon 855 (7 nm) - USA/LATAM, China","Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - EMEAOcta-core (1x2.84 GHz Kryo 485 & 3x2.41 GHz Kryo 485 & 4x1.78 GHz Kryo 485) - USA/LATAM, China","Mali-G76 MP12 - EMEA Adreno 640 - USA/LATAM, China","128/512 GB, 8 GB RAM",,"2160p@60fps, 1080p@240fps, 720p@960fps, HDR, dual-video rec.",About 770 EUR,"LED flash, auto-HDR, panorama","Samsung Pay (Visa, MasterCard certified)  IP68 dust/water proof (up to 1.5m for 30 mins)","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100) - Global","Back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 6,,,,"Dual video call, Auto-HDR","2160p@30fps, 1080p@30fps",Yes,Fast battery charging 15W  Fast wireless charging 15W  Power bank/Reverse wireless charging 9W,"SM-G973F, SM-G973U, SM-G973W",Basemark OS II: 4539 / Basemark OS II 2.0: 4465Basemark X: 44097,Photo / Video,Voice 82dB / Noise 74dB / Ring 85dB,Noise -92.2dB / Crosstalk -92.7dB,Endurance rating 79h,"Contrast ratio: Infinite (nominal), 4.498 (sunlight)","10 MP, f/1.9, 26mm (wide), 1.22µm, Dual Pixel PDAF",,,,"12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS  12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom  16 MP, f/2.2, 12mm (ultrawide), 1.0µm",32-bit/384kHz audio  Active noise cancellation with dedicated mic  Dolby Atmos/AKG sound,0.48 W/kg (head)     1.59 W/kg (body)    ,,,,0.93 W/kg (head)     0.79 W/kg (body)    ,Non-removable Li-Ion 3400 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 14(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500), 46, 66(1700/2100), 71(600) - USA",,,B07PHFW8LV
Sony,Xperia 1,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2019, February","Coming soon. Exp. release 2019, May",167 x 72 x 8.2 mm (6.57 x 2.83 x 0.32 in),180 g (6.35 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.5 inches, 98.6 cm (~82.0% screen-to-body ratio)",1644 x 3840 pixels (~643 ppi density),DCI-P3 100%   HDR BT.2020  Triluminos display  X-Reality Engine,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",,,"Yes, with stereo speakers",,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector; USB Host","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",,,,,,,,"Black, Gray, Purple, White",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat19 1600/150 Mbps",Android 9.0 (Pie),Qualcomm SDM855 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485),Adreno 640,"64/128 GB, 6 GB RAM",,"2160p@24/30fps HDR, 1080p@60fps, 1080p@30fps (5-axis gyro-EIS), 1080p@960fps",About 1000 EUR,"LED flash, panorama, HDR, eye tracking",IP65/IP68 dust/water proof (up to 1.5m for 30 mins),"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500), 46, 66(1700/2100)",Front/back glass (Gorilla Glass 6) & aluminum frame,Corning Gorilla Glass 6,,,,HDR,1080p@30fps (5-axis gyro-EIS),Yes,Fast battery charging 18W (USB Power Delivery 2.0)  USB Power Delivery,,,,,,,,"8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm",,,,"12 MP, f/1.6, 26mm (wide), 1/2.6"", 1.4µm, predictive Dual Pixel PDAF, 5-axis OIS  12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, predictive Dual Pixel PDAF, 2x optical zoom, 5-axis OIS  12 MP, f/2.4, 16mm (ultrawide), 1/3.4"", 1.0µm",24-bit/192kHz audio  Dynamic vibration system  Active noise cancellation with dedicated mic  Dolby Atmos sound,,,,,,Non-removable Li-Ion 3330 mAh battery,,,,,,,,,,,B07PHQ7FBP
Huawei,Y6,GSM / HSPA / EVDO / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 - SCL-TL00H,Yes,Yes,"2015, July","Available. Released 2015, July",143.5 x 72.1 x 8.5 mm (5.65 x 2.84 x 0.33 in),125 g (4.41 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~66.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"microSD, up to 256 GB (dedicated slot)",,,"Yes, dual speakers",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"White, Black, Gold",HSDPA 900 / 2100 - SCL-AL00,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 5.1 (Lollipop), EMUI 3.1",Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,Adreno 304,"8 GB, 1/2 GB RAM","8 MP, AF, f/2.0",720p@30fps,About 90 EUR,"LED flash, panorama, HDR",,"LTE band 38(2600), 39(1900), 40(2300) - SCL-TL00H",Plastic body,,,,,,,,,"SCC-U21, SCL-U31, SCL-L21, SCL-L01",,,,,,,2 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Removable Li-Po 2200 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 38(2600), 39(1900), 40(2300), 41(2500) - SCL-AL00",Up to 11 h (3G),Up to 300 h (3G),B07PKVLDHP
OnePlus,6T,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, October","Available. Released 2018, November",157.5 x 74.8 x 8.2 mm (6.20 x 2.94 x 0.32 in),185 g (6.53 oz),"Dual SIM (Nano-SIM, dual stand-by)","Optic AMOLED capacitive touchscreen, 16M colors","6.41 inches, 100.9 cm (~85.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",DCI-P3,No,,,Yes,,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, DLNA, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display), accelerometer, gyro, proximity, compass",,,,,,,,"Thunder Purple, Mirror Black, Midnight Black",HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps",Android 9.0 (Pie); OxygenOS 9.0.5,Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,"256 GB, 8 GB RAM, 128 GB, 6/8 GB RAM",,"2160p@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS",About 550 EUR,"Dual-LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 32(1500), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 46, 66(1700/2100), 71(600) - Europe, North America","Front/back glass, aluminum frame",Corning Gorilla Glass 6,,"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, OIS, PDAF  20 MP (16 MP effective), f/1.7, 25mm (wide), 1/2.8"", 1.0µm, PDAF",,"Auto-HDR, gyro-EIS",1080p@30fps,Yes,Fast battery charging 5V/4A 20W,"A6010, A6013",Basemark OS II: 4941 / Basemark OS II 2.0: 4452Basemark X: 43886,Photo / Video,Voice 67dB / Noise 72dB / Ring 84dB,Noise -93.4dB / Crosstalk -93.8dB,Endurance rating 90h,"Contrast ratio: Infinite (nominal), 4.138 (sunlight)","16 MP, f/2.0, 25mm (wide), 1/3.1"", 1.0µm",,,,,Active noise cancellation with dedicated mic  Dirac HD sound,,,,,,Non-removable Li-Po 3700 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100) - India, China",,,B07PQSYGKB
Nokia,5.1,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, May","Available. Released 2018, August",151.1 x 70.7 x 8.2 mm (5.95 x 2.78 x 0.32 in),-,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm (~73.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~439 ppi density)",,"microSD, up to 256 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Copper, Tempered Blue, Black","HSDPA 850 / 900 / 2100 - APAC, EMEA, HK","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); Android One",MediaTek Helio P18,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Mali-T860MP2,"32 GB, 3 RAM or 16 GB, 2 GB RAM","16 MP, PDAF",1080p@30fps,About 180 EUR,"Dual-LED dual-tone flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300) - APAC, EMEA, HK","Front glass, aluminum body (6000 series)",Corning Gorilla Glass (unspecified version),,,,,,Yes,,5.1,,,,,,,8 MP,,,,,Active noise cancellation with dedicated mic,0.29 W/kg (head)     0.61 W/kg (body)    ,,,,,Non-removable Li-Ion 2970 mAh battery,,Up to 53 h,,,,,,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500) - India",Up to 19 h (3G),,B07PRSPD3Q
Samsung,Galaxy A30,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2019, February","Available. Released 2019, March",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),165 g (5.82 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,"microSD, up to 512 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Black, Blue, Red",HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE-A",Android 9.0 (Pie),Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",,1080p@30fps,About 250 EUR,"LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)","Front glass, plastic body",Corning Gorilla Glass 3,,"16 MP, f/1.7, PDAF  5 MP, f/2.2, 12mm, (ultrawide)",,,1080p@30fps,,Fast battery charging 15W,SM-A305F,,,,,,,"16 MP, f/2.0",,,,,Active noise cancellation with dedicated mic,0.25 W/kg (head)     1.17 W/kg (body)    ,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,,B07PV7LN4X
Xiaomi,Redmi 7,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, March","Available. Released 2019, March",158.7 x 75.6 x 8.5 mm (6.25 x 2.98 x 0.33 in),180 g (6.35 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~81.5% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)",,"microSD, up to 512 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Black, red, blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE",Android 9.0 (Pie); MIUI 9,Qualcomm SDM632 Snapdragon 632 (14 nm),Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),Adreno 506,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM","12 MP, f/2.2, 1.25µm, PDAF  2 MP, depth sensor",1080p@30/60fps,About 130 EUR,"LED flash, HDR, panorama",- P2i nano hydrophobic coating,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)",,Corning Gorilla Glass 5,,,,HDR,1080p@30fps,,Fast battery charging 10W,Redmi 7,,,,,,,8 MP,Yes,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,B07PXV5GXJ
Xiaomi,Redmi Note 7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, January","Available. Released 2019, January",159.2 x 75.2 x 8.1 mm (6.27 x 2.96 x 0.32 in),186 g (6.56 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",,"microSD, up to 256 GB (uses shared SIM slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM radio, recording","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Blue, Black, Twilight Gold",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps",Android 9.0 (Pie); MIUI 10,Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,"64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM",,"1080p@30/60/120fps, (gyro-EIS)",About 150 EUR,"Dual-LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)","Front/back glass (Gorilla Glass 5), plastic frame",Corning Gorilla Glass 5,,"48 MP, f/1.8, 1/2"", 0.8µm, PDAF  5 MP, f/2.4, depth sensor  or  12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF  2 MP, f/2.4, depth sensor",,HDR,1080p@30fps,,Fast battery charging 9V/2A 18W (Quick Charge 4),Redmi Note 7,Basemark OS II: 2716 / Basemark OS II 2.0: 2260Basemark X: 21201,Photo / Video,Voice 69dB / Noise 71dB / Ring 90dB,Noise -90.7dB / Crosstalk -94.5dB,Endurance rating 108h,"Contrast ratio: 1338:1 (nominal), 2.893 (sunlight)","13 MP, f/2.2, 1.25µm",Yes,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,,B07PY52GVP
Motorola,Moto G7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2019, February","Available. Released 2019, March",157 x 75.3 x 8 mm (6.18 x 2.96 x 0.31 in),172 g (6.07 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.2 cm (~81.4% screen-to-body ratio)","1080 x 2270 pixels, 19:9 ratio (~405 ppi density)",,"microSD, up to 512 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, GALILEO",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass (market dependent)",,,,,,,,"Ceramic Black, Clear White",HSDPA 850 / 900 / 1900 / 2100 - Europe,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps",Android 9.0 (Pie),Qualcomm SDM632 Snapdragon 632 (14 nm),Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),Adreno 506,"64 GB, 4 GB RAM",,"2160p@30fps, 1080p@30/60fps, gyro-EIS",About 250 EUR,"LED flash, panorama, HDR",Splash resistant,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 26(850), 28(700), 38(2600), 40(2300), 41(2500) - Europe","Front/back glass (Gorilla Glass 3), plastic frame",Corning Gorilla Glass 3,,"12 MP, f/1.8, 1.25µm, PDAF  5 MP, f/2.2, depth sensor",,HDR,1080p@30fps,Yes (Europe model),Fast battery charging 15W,,Basemark OS II 2.0: 1685 / Basemark X: 11173,Photo / Video,Voice 70dB / Noise 71dB / Ring 84dB,Noise -93.6dB / Crosstalk -94.8dB,Endurance rating 66h,"Contrast ratio: 1565:1 (nominal), 3.011 (sunlight)","8 MP, 1.12µm",,,,,Active noise cancellation with dedicated mic  Dolby Audio,,,,,,Non-removable Li-Ion 3000 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 20(800), 25(1900), 26(850), 66(1700/2100), 38(2600), 40(2300), 41(2500) - USA",,,B07PZZLR4D
Xiaomi,Redmi Note 7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, January","Available. Released 2019, January",159.2 x 75.2 x 8.1 mm (6.27 x 2.96 x 0.32 in),186 g (6.56 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",,"microSD, up to 256 GB (uses shared SIM slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM radio, recording","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Blue, Black, Twilight Gold",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps",Android 9.0 (Pie); MIUI 10,Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,"64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM",,"1080p@30/60/120fps, (gyro-EIS)",About 150 EUR,"Dual-LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)","Front/back glass (Gorilla Glass 5), plastic frame",Corning Gorilla Glass 5,,"48 MP, f/1.8, 1/2"", 0.8µm, PDAF  5 MP, f/2.4, depth sensor  or  12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF  2 MP, f/2.4, depth sensor",,HDR,1080p@30fps,,Fast battery charging 9V/2A 18W (Quick Charge 4),Redmi Note 7,Basemark OS II: 2716 / Basemark OS II 2.0: 2260Basemark X: 21201,Photo / Video,Voice 69dB / Noise 71dB / Ring 90dB,Noise -90.7dB / Crosstalk -94.5dB,Endurance rating 108h,"Contrast ratio: 1338:1 (nominal), 2.893 (sunlight)","13 MP, f/2.2, 1.25µm",Yes,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,,B07Q26V49K
